Sample	adapter_content	Sequences flagged as poor quality	sequence_duplication_levels	avg_sequence_length	Encoding	kmer_content	per_base_sequence_quality	sequence_length_distribution	Sequence length	File type	basic_statistics	per_sequence_gc_content	Total Sequences	per_base_n_content	per_base_sequence_content	overrepresented_sequences	%GC	total_deduplicated_percentage	Filename	per_tile_sequence_quality	per_sequence_quality_scores
SLX-11165.HFMVTBBXX.s_1.r_1.lostreads	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	fail	20211576.0	warn	pass	fail	36.0	41.1010899111	SLX-11165.HFMVTBBXX.s_1.r_1.lostreads.fq.gz	fail	pass
SLX-11165.HFMVTBBXX.s_1.r_1.lostreads_trimmed	pass	0.0	fail	48.6509228969	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	fail	20179665.0	warn	fail	fail	36.0	39.4303967078	SLX-11165.HFMVTBBXX.s_1.r_1.lostreads_trimmed.fq.gz	warn	pass
SLX-11165.HFMVTBBXX.s_2.r_1.lostreads	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	fail	19296711.0	pass	pass	fail	35.0	39.7118423743	SLX-11165.HFMVTBBXX.s_2.r_1.lostreads.fq.gz	pass	pass
SLX-11165.HFMVTBBXX.s_2.r_1.lostreads_trimmed	pass	0.0	fail	48.6980558939	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	fail	19266387.0	pass	fail	fail	35.0	38.2100471095	SLX-11165.HFMVTBBXX.s_2.r_1.lostreads_trimmed.fq.gz	pass	pass
SLX-11165.HFN3MBBXX.s_5.r_1.lostreads	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	fail	20441484.0	warn	pass	fail	37.0	39.5395344931	SLX-11165.HFN3MBBXX.s_5.r_1.lostreads.fq.gz	warn	pass
SLX-11165.HFN3MBBXX.s_5.r_1.lostreads_trimmed	pass	0.0	fail	48.7329214524	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	fail	20413021.0	warn	fail	fail	38.0	38.1605429619	SLX-11165.HFN3MBBXX.s_5.r_1.lostreads_trimmed.fq.gz	warn	pass
SLX-11165.HFN3MBBXX.s_6.r_1.lostreads	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	fail	21353920.0	warn	pass	fail	37.0	40.7847041248	SLX-11165.HFN3MBBXX.s_6.r_1.lostreads.fq.gz	fail	pass
SLX-11165.HFN3MBBXX.s_6.r_1.lostreads_trimmed	pass	0.0	fail	48.7365611892	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	fail	21325343.0	warn	fail	fail	38.0	39.2218158972	SLX-11165.HFN3MBBXX.s_6.r_1.lostreads_trimmed.fq.gz	fail	pass
SLX-11165.HFN3MBBXX.s_7.r_1.lostreads	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	fail	19758003.0	warn	pass	fail	36.0	39.5846542633	SLX-11165.HFN3MBBXX.s_7.r_1.lostreads.fq.gz	pass	pass
SLX-11165.HFN3MBBXX.s_7.r_1.lostreads_trimmed	pass	0.0	fail	48.6556869389	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	fail	19729208.0	warn	fail	fail	36.0	38.0260101839	SLX-11165.HFN3MBBXX.s_7.r_1.lostreads_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA05.HFMVTBBXX.s_1.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2899342.0	pass	pass	warn	47.0	71.8474445188	SLX-11165.ORDRA05.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRA05.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	pass	49.3892401515	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2898591.0	pass	fail	warn	47.0	71.9782479744	SLX-11165.ORDRA05.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRA05.HFMVTBBXX.s_2.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2943626.0	pass	pass	warn	47.0	71.8673371143	SLX-11165.ORDRA05.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRA05.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	pass	49.3993827374	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2942994.0	pass	fail	warn	47.0	72.0230706111	SLX-11165.ORDRA05.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA05.HFN3MBBXX.s_5.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3207945.0	pass	pass	warn	46.0	72.2386078595	SLX-11165.ORDRA05.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRA05.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	pass	49.3933716142	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3207176.0	pass	fail	warn	47.0	72.4206572261	SLX-11165.ORDRA05.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA05.HFN3MBBXX.s_6.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3305100.0	pass	pass	warn	46.0	72.1060582213	SLX-11165.ORDRA05.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRA05.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	pass	49.3995988949	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3304371.0	pass	fail	warn	47.0	72.2381644815	SLX-11165.ORDRA05.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA05.HFN3MBBXX.s_7.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3204153.0	pass	pass	warn	46.0	72.2217566758	SLX-11165.ORDRA05.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRA05.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	pass	49.3981516051	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3203428.0	pass	fail	warn	47.0	72.3718706549	SLX-11165.ORDRA05.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA06.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2231439.0	pass	pass	warn	50.0	40.8701114947	SLX-11165.ORDRA06.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRA06.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.3807459651	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2230587.0	pass	fail	warn	50.0	41.0414169747	SLX-11165.ORDRA06.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRA06.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2269339.0	pass	pass	warn	50.0	40.5553600878	SLX-11165.ORDRA06.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRA06.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.390542884	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2268514.0	pass	fail	warn	50.0	40.7458340956	SLX-11165.ORDRA06.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA06.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2435280.0	pass	pass	warn	50.0	40.8359886448	SLX-11165.ORDRA06.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRA06.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3881551814	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2434364.0	pass	fail	warn	50.0	41.0139859814	SLX-11165.ORDRA06.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA06.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2501237.0	pass	pass	warn	50.0	40.7305317206	SLX-11165.ORDRA06.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRA06.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.3939397333	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2500319.0	pass	fail	warn	50.0	40.9041157208	SLX-11165.ORDRA06.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA06.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2429865.0	pass	pass	warn	50.0	40.8573021814	SLX-11165.ORDRA06.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRA06.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.3914022604	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2428964.0	pass	fail	warn	50.0	41.0229090796	SLX-11165.ORDRA06.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA07.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	3970433.0	pass	pass	warn	48.0	51.7415541329	SLX-11165.ORDRA07.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRA07.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.334084626	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3969159.0	pass	fail	warn	48.0	51.8833176058	SLX-11165.ORDRA07.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRA07.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4050982.0	pass	pass	warn	48.0	51.3626407807	SLX-11165.ORDRA07.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRA07.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3433255008	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4049772.0	pass	fail	warn	49.0	51.5424209229	SLX-11165.ORDRA07.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA07.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4336726.0	pass	pass	warn	48.0	51.7529190395	SLX-11165.ORDRA07.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRA07.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3439199767	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4335337.0	pass	fail	warn	48.0	51.8963538501	SLX-11165.ORDRA07.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA07.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4480525.0	pass	pass	warn	48.0	51.6291275516	SLX-11165.ORDRA07.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRA07.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.3506114679	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4479303.0	pass	fail	warn	48.0	51.7777904198	SLX-11165.ORDRA07.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA07.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	4336375.0	pass	pass	warn	48.0	51.6126969837	SLX-11165.ORDRA07.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRA07.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3482086177	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	4335088.0	pass	fail	warn	48.0	51.7535615708	SLX-11165.ORDRA07.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA10.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3853328.0	pass	pass	warn	40.0	29.0971396354	SLX-11165.ORDRA10.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRA10.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.3712690602	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3851945.0	pass	fail	warn	41.0	29.263703875	SLX-11165.ORDRA10.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRA10.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3912386.0	pass	pass	warn	40.0	28.6323956091	SLX-11165.ORDRA10.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRA10.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.3851502704	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	3911115.0	pass	fail	warn	41.0	28.8256708946	SLX-11165.ORDRA10.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA10.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	4307701.0	pass	pass	warn	40.0	28.3194375483	SLX-11165.ORDRA10.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRA10.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3775540393	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	4306218.0	pass	fail	warn	40.0	28.4561589121	SLX-11165.ORDRA10.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA10.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	4437971.0	pass	pass	warn	40.0	28.1302275827	SLX-11165.ORDRA10.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRA10.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.3863248322	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	4436611.0	pass	fail	warn	40.0	28.3032624542	SLX-11165.ORDRA10.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA10.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	4295057.0	pass	pass	warn	40.0	28.3544309113	SLX-11165.ORDRA10.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRA10.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.3824624272	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	warn	4293593.0	pass	fail	warn	40.0	28.528127643	SLX-11165.ORDRA10.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA11.HFMVTBBXX.s_1.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	2779620.0	pass	pass	warn	46.0	46.4184611249	SLX-11165.ORDRA11.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRA11.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	fail	49.3670052985	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2778731.0	pass	fail	warn	46.0	46.602525754	SLX-11165.ORDRA11.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRA11.HFMVTBBXX.s_2.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	2831455.0	pass	pass	warn	46.0	46.0861455111	SLX-11165.ORDRA11.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRA11.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	fail	49.375982526	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2830714.0	pass	fail	warn	46.0	46.3113932421	SLX-11165.ORDRA11.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA11.HFN3MBBXX.s_5.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3062970.0	pass	pass	warn	46.0	45.8896515666	SLX-11165.ORDRA11.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRA11.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	fail	49.3738214383	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3062101.0	pass	fail	warn	46.0	46.0552778048	SLX-11165.ORDRA11.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA11.HFN3MBBXX.s_6.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3161811.0	pass	pass	warn	46.0	45.8899274891	SLX-11165.ORDRA11.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRA11.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	fail	49.3813384331	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3160935.0	pass	fail	warn	46.0	46.0535610219	SLX-11165.ORDRA11.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA11.HFN3MBBXX.s_7.r_1	pass	0.0	fail	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	warn	3062835.0	pass	pass	warn	46.0	45.8110957891	SLX-11165.ORDRA11.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRA11.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	fail	49.3773758984	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	3061947.0	pass	fail	warn	46.0	45.9807110197	SLX-11165.ORDRA11.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA12.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1896732.0	pass	pass	warn	45.0	59.246939944	SLX-11165.ORDRA12.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRA12.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.3376766305	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1896332.0	pass	fail	warn	46.0	59.4046769366	SLX-11165.ORDRA12.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRA12.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1943381.0	pass	pass	warn	45.0	58.9710233749	SLX-11165.ORDRA12.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRA12.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.3467001197	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1943025.0	pass	fail	warn	46.0	59.1730063168	SLX-11165.ORDRA12.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRA12.HFN3MBBXX.s_5.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2086867.0	pass	pass	warn	45.0	59.0085754017	SLX-11165.ORDRA12.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRA12.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	warn	49.3508820951	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2086453.0	pass	fail	warn	45.0	59.1831846871	SLX-11165.ORDRA12.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA12.HFN3MBBXX.s_6.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2135802.0	pass	pass	warn	45.0	58.7645103074	SLX-11165.ORDRA12.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRA12.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	warn	49.355357086	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2135452.0	pass	fail	warn	45.0	58.943676063	SLX-11165.ORDRA12.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRA12.HFN3MBBXX.s_7.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2080085.0	pass	pass	warn	45.0	58.8965589346	SLX-11165.ORDRA12.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRA12.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	warn	49.3491147762	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2079700.0	pass	fail	warn	45.0	59.0498740524	SLX-11165.ORDRA12.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB05.HFMVTBBXX.s_1.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2424859.0	pass	pass	warn	46.0	71.1374764501	SLX-11165.ORDRB05.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRB05.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	pass	49.3804687207	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2424173.0	pass	fail	warn	47.0	71.2719971144	SLX-11165.ORDRB05.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRB05.HFMVTBBXX.s_2.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2475993.0	pass	pass	warn	46.0	70.7996441993	SLX-11165.ORDRB05.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRB05.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	pass	49.3905394552	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2475312.0	pass	fail	warn	47.0	70.9981628858	SLX-11165.ORDRB05.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB05.HFN3MBBXX.s_5.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2634266.0	pass	pass	warn	46.0	71.2500619175	SLX-11165.ORDRB05.HFN3MBBXX.s_5.r_1.fq.gz	fail	pass
SLX-11165.ORDRB05.HFN3MBBXX.s_5.r_1_trimmed	pass	0.0	pass	49.387836709	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2633580.0	pass	fail	warn	46.0	71.385491831	SLX-11165.ORDRB05.HFN3MBBXX.s_5.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB05.HFN3MBBXX.s_6.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2717706.0	pass	pass	warn	46.0	71.423662269	SLX-11165.ORDRB05.HFN3MBBXX.s_6.r_1.fq.gz	fail	pass
SLX-11165.ORDRB05.HFN3MBBXX.s_6.r_1_trimmed	pass	0.0	pass	49.3926186637	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2717069.0	pass	fail	warn	46.0	71.5683334611	SLX-11165.ORDRB05.HFN3MBBXX.s_6.r_1_trimmed.fq.gz	fail	pass
SLX-11165.ORDRB05.HFN3MBBXX.s_7.r_1	pass	0.0	pass	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	2647994.0	pass	pass	warn	46.0	71.2861086973	SLX-11165.ORDRB05.HFN3MBBXX.s_7.r_1.fq.gz	pass	pass
SLX-11165.ORDRB05.HFN3MBBXX.s_7.r_1_trimmed	pass	0.0	pass	49.3907137698	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	2647296.0	pass	fail	warn	47.0	71.4297557251	SLX-11165.ORDRB05.HFN3MBBXX.s_7.r_1_trimmed.fq.gz	pass	pass
SLX-11165.ORDRB06.HFMVTBBXX.s_1.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1348343.0	pass	pass	warn	48.0	55.0091635094	SLX-11165.ORDRB06.HFMVTBBXX.s_1.r_1.fq.gz	fail	pass
SLX-11165.ORDRB06.HFMVTBBXX.s_1.r_1_trimmed	pass	0.0	warn	49.4049439136	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1347920.0	pass	fail	warn	48.0	55.2101042706	SLX-11165.ORDRB06.HFMVTBBXX.s_1.r_1_trimmed.fq.gz	warn	pass
SLX-11165.ORDRB06.HFMVTBBXX.s_2.r_1	pass	0.0	warn	50.0	Sanger / Illumina 1.9	fail	pass	pass	50.0	Conventional base calls	pass	pass	1372449.0	pass	pass	warn	48.0	54.6138820678	SLX-11165.ORDRB06.HFMVTBBXX.s_2.r_1.fq.gz	pass	pass
SLX-11165.ORDRB06.HFMVTBBXX.s_2.r_1_trimmed	pass	0.0	warn	49.4145895815	Sanger / Illumina 1.9	fail	pass	warn	20-50	Conventional base calls	pass	pass	1372075.0	pass	fail	warn	49.0	54.833889297	SLX-11165.ORDRB06.HFMVTBBXX.s_2.r_1_trimmed.fq.gz	pass	pass
